competency_id,batch_id,title,description,related_skills,related_skills_with_bloom,skill_focus,future_relevance,all_skills_human_verified,human_quality,human_relevant,human_skill_focus,human_notes,reviewer_id
C6_b85,85,Apply Adaptive Learning and Problem-Solving Strategies,"Apply adaptive learning strategies to continuously acquire new knowledge and skills, including programming languages like C#, and effectively lead troubleshooting efforts for complex issues.","[""learning new things"", ""learn new systems"", ""learn new methods of working"", ""learn C#"", ""lead troubleshooting"", ""lessons learned""]",learning new things (Bloom: Apply); learn new systems (Bloom: nan); learn new methods of working (Bloom: Apply); learn C# (Bloom: Apply); lead troubleshooting (Bloom: Apply); lessons learned (Bloom: ?),Both,"The rapid pace of technological change necessitates continuous learning and adaptability. This competency ensures individuals can quickly master new tools and methodologies, and effectively resolve emerging challenges.",,,,,,
C5_b40,40,Analyze and Translate Business Requirements,"Analyze and translate market structures and mission needs into clear, actionable technical requirements for applications, ensuring a customer-centric approach.","[""gather requirements"", ""transform market structure"", ""derive requirements for applications"", ""translate mission needs into technical requirements"", ""customer -centric approach""]",gather requirements (Bloom: nan); transform market structure (Bloom: Analyze); derive requirements for applications (Bloom: nan); translate mission needs into technical requirements (Bloom: Understand); customer -centric approach (Bloom: Apply),Both,The ability to bridge the gap between business needs and technical solutions is increasingly important as technology becomes more integrated into all aspects of business. This ensures developed solutions are relevant and impactful.,,,,,,
C5_b98,98,Administer and Monitor System Performance,"Analyze and track system performance using monitoring and logging tools, and train on relational database structures to ensure optimal operation and data integrity.","[""track system performance using monitoring and logging tools"", ""train on relational database structures""]",track system performance using monitoring and logging tools (Bloom: Analyze); train on relational database structures (Bloom: nan),Both,"Effective system administration and performance monitoring are essential for maintaining robust and reliable software infrastructure, especially with the increasing complexity of cloud environments and data systems.",,,,,,
C7_b87,87,Inspire and Lead Teams,"Inspire young people and others, and lead teams effectively to achieve common goals and foster a positive work environment.","[""inspire young people"", ""inspire others"", ""lead at pace"", ""lead and""]",inspire young people (Bloom: nan); inspire others (Bloom: nan); lead at pace (Bloom: nan); lead and (Bloom: Apply),Both,Leadership and inspirational qualities are essential for motivating diverse teams and driving innovation. These skills are critical for navigating complex projects and fostering collaborative environments in the future of work.,,,,,,
C3_b162,162,Automated Deployment and Reporting,Create automated reporting systems and ensure high-quality automated deployments to streamline operational processes and improve efficiency.,"[""build automated reporting"", ""ensure high-quality automated deployments"", ""simplify repetitive tasks"", ""perform repetitive tasks like typing on a keyboard""]",build automated reporting (Bloom: Create); ensure high-quality automated deployments (Bloom: Create); simplify repetitive tasks (Bloom: nan); perform repetitive tasks like typing on a keyboard (Bloom: nan),Both,Automation is a key driver of efficiency in software development. Competency in automating deployments and reporting is essential for modern DevOps practices and will continue to be critical as AI further automates routine tasks.,,,,,,
C1_b168,168,Develop and Maintain Robust Software Solutions,"Create and maintain robust software solutions by developing new features, implementing fixes, and improving codebase quality, ensuring adherence to secure coding practices and technical documentation standards.","[""support delivery of maintenance services"", ""build smarter workflows"", ""maintain solutions"", ""provide secure coding practices"", ""approach writing code"", ""support software solutions"", ""understand coding principles"", ""develop new features"", ""develop software solutions"", ""maintain technical documentation"", ""implement fixes"", ""maintain best practices"", ""enhance developer workflows"", ""improve codebase"", ""work repairs"", ""coordinate maintenance efforts"", ""develop code""]",support delivery of maintenance services (Bloom: nan); build smarter workflows (Bloom: Create); maintain solutions (Bloom: Analyze); provide secure coding practices (Bloom: Apply); approach writing code (Bloom: nan); support software solutions (Bloom: Evaluate); understand coding principles (Bloom: Apply); develop new features (Bloom: Create); develop software solutions (Bloom: Create); maintain technical documentation (Bloom: Analyze); implement fixes (Bloom: Apply); maintain best practices (Bloom: nan); enhance developer workflows (Bloom: Create); improve codebase (Bloom: Create); work repairs (Bloom: Apply); coordinate maintenance efforts (Bloom: nan); develop code (Bloom: Create),Both,"While some aspects of routine maintenance coding may decline, the core ability to develop and maintain software solutions remains fundamental. Future roles will require adapting these skills to more complex, AI-driven systems and cloud environments.",,,,,,
C3_b145,145,Design and Integrate Game Assets,"Create game assets that integrate seamlessly into the game environment, ensuring alignment with project coordinate systems.","[""ensure your models integrate seamlessly into the game"", ""ensuring assets are aligned to project coordinate systems""]",ensure your models integrate seamlessly into the game (Bloom: Create); ensuring assets are aligned to project coordinate systems (Bloom: Apply),Hard,"As the gaming industry continues to grow and evolve, the demand for skilled professionals who can create and integrate high-quality game assets efficiently remains strong.",,,,,,
C3_b48,48,Engineer Business Solutions and Modernization Strategies,"Produce engineering solutions and build commercial applications by identifying and understanding business problems and opportunities, and consult for application modernization to contribute to engineering practice direction.","[""understand business opportunities"", ""build commercial applications"", ""produce engineering solutions"", ""consult for application modernization"", ""identify business problems"", ""contribute to engineering practice direction""]",understand business opportunities (Bloom: nan); build commercial applications (Bloom: Create); produce engineering solutions (Bloom: Create); consult for application modernization (Bloom: Apply); identify business problems (Bloom: nan); contribute to engineering practice direction (Bloom: nan),Both,The demand for software solutions that directly address business needs is growing. This competency ensures graduates can translate business requirements into technical solutions and drive organizational modernization through technology.,,,,,,
C6_b95,95,Budgetary Planning and Resource Allocation,"Translate allocated budgets into comprehensive resource and capacity plans, ensuring efficient allocation of financial resources for project execution and operational sustainability.","[""translate budgets into resource plans"", ""translate budgets into capacity plans""]",translate budgets into resource plans (Bloom: nan); translate budgets into capacity plans (Bloom: nan),Soft,"Effective financial planning and resource management are essential for project success and organizational efficiency, a skill with moderate growth in project management.",,,,,,
C1_b140,140,AI Model Fine-Tuning and Adaptation,Create and fine-tune visual and large language models for new domains by adapting existing architectures and datasets to achieve specific performance objectives.,"[""fine-tune visual language models"", ""fine-tune large language models for new domains""]",fine-tune visual language models (Bloom: Create); fine-tune large language models for new domains (Bloom: Create),Hard,"The ability to adapt and specialize AI models is crucial for developing tailored AI solutions across various industries, driving innovation and efficiency. This skill is central to the evolving landscape of AI applications.",,,,,,
C3_b62,62,Facilitate Technical Communication and Collaboration,Foster productive design discussions and bridge business needs with technical execution by translating complex technical concepts for non-technical audiences and developing credible relationships with stakeholders.,"[""collaborate with colleagues"", ""collaborate smoothly"", ""foster productive design discussions"", ""bridge business needs with technical execution"", ""lead design discussions"", ""translate technical concepts for non-technical audiences"", ""work closely with programmers"", ""partner with clients"", ""develop credible relationships with stakeholders"", ""assure understanding of technical knowledge"", ""work closely with Community Engagement Lead""]",collaborate with colleagues (Bloom: nan); collaborate smoothly (Bloom: nan); foster productive design discussions (Bloom: nan); bridge business needs with technical execution (Bloom: nan); lead design discussions (Bloom: nan); translate technical concepts for non-technical audiences (Bloom: nan); work closely with programmers (Bloom: nan); partner with clients (Bloom: nan); develop credible relationships with stakeholders (Bloom: nan); assure understanding of technical knowledge (Bloom: nan); work closely with Community Engagement Lead (Bloom: nan),Soft,"Strong communication and collaboration skills are increasingly vital for interdisciplinary teams, especially in environments integrating AI, where understanding and conveying complex technical information to diverse stakeholders is key to successful deployment and adoption.",,,,,,
C3_b74,74,Develop and Optimize AI/ML Solutions with Python,"Create and optimize AI/ML solutions using Python, ensuring efficient development processes and effective utilization of computational resources.","[""program with Python"", ""optimize development processes""]",program with Python (Bloom: Create); optimize development processes (Bloom: Create),Hard,Python is a cornerstone for AI and Machine Learning development. This competency is critical for building and refining the intelligent systems that will drive future innovation across all industries.,,,,,,
C4_b34,34,Develop and Test Application Programs for Quality Assurance,Create and implement test applications to ensure the quality and functionality of application programs by collaborating with UI/UX designers and providing constructive feedback to peers.,"[""test application programs"", ""implement test applications"", ""give and solicit feedback from UX design peers"", ""collaborate with UI/UX designers""]",test application programs (Bloom: Create); implement test applications (Bloom: Evaluate); give and solicit feedback from UX design peers (Bloom: nan); collaborate with UI/UX designers (Bloom: nan),Both,"Quality assurance and robust testing practices are increasingly important for delivering reliable software, especially with the rapid deployment cycles and complex integrations characteristic of modern development.",,,,,,
