job_id,date_posted,knowledge,confidence_score,confidence_tier,source
in-253450040059fa6c,,Process Safety,0.837,High,BERT+GPT
in-253450040059fa6c,,Operations,0.822,High,BERT+GPT
in-253450040059fa6c,,Engineering,0.824,High,BERT+GPT
in-253450040059fa6c,,Asset Integrity,0.841,High,BERT+GPT
in-253450040059fa6c,,Finance,0.836,High,BERT+GPT
in-253450040059fa6c,,"Health, Safety and Environment (HSER)",0.75,Medium High,GPT
in-da1eee9312990cd0,,railway infrastructure,0.75,Medium High,GPT
in-da1eee9312990cd0,,tracks,0.75,Medium High,GPT
in-da1eee9312990cd0,,tunnels,0.75,Medium High,GPT
in-da1eee9312990cd0,,viaducts,0.75,Medium High,GPT
in-84f10138a68b75f6,,SQL Server,0.75,Medium High,GPT
in-84f10138a68b75f6,,database administration,0.75,Medium High,GPT
in-84f10138a68b75f6,,federal IT environment,0.75,Medium High,GPT
in-31d1326f15b6f818,,bilateral,0.779,Medium High,BERT+GPT
in-31d1326f15b6f818,,multilateral,0.738,Medium High,BERT+GPT
in-31d1326f15b6f818,,CWMD,0.703,Medium High,BERT+GPT
in-31d1326f15b6f818,,border security,0.786,Medium High,BERT+GPT
in-094303a1f82ba4eb,,Shopify,0.75,Medium High,GPT
in-094303a1f82ba4eb,,GraphQL,0.804,High,BERT+GPT
in-094303a1f82ba4eb,,Storefront API,0.653,Medium,BERT+GPT
in-094303a1f82ba4eb,,Admin API,0.771,Medium High,BERT+GPT
in-18c7f281c01e5126,,Microsoft Office,0.787,Medium High,BERT+GPT
in-18c7f281c01e5126,,Excel,0.75,Medium High,GPT
in-18c7f281c01e5126,,Hansoft,0.849,High,BERT+GPT
in-18c7f281c01e5126,,Jira,0.848,High,BERT+GPT
in-18c7f281c01e5126,,Confluence,0.852,High,BERT+GPT
in-18c7f281c01e5126,,project-tracking software,0.75,Medium High,GPT
in-18c7f281c01e5126,,bug-database software,0.75,Medium High,GPT
in-18c7f281c01e5126,,"Excel),",0.525,Medium Low,BERT (standalone)
in-18c7f281c01e5126,,project,0.557,Medium Low,BERT (standalone)
in-18c7f281c01e5126,,-tracking,0.538,Medium Low,BERT (standalone)
in-18c7f281c01e5126,,bug,0.558,Medium Low,BERT (standalone)
in-18c7f281c01e5126,,-database software.,0.352,Very Low,BERT (standalone)
in-ba495aac0217250a,,WordPress,0.75,Medium High,GPT
in-ba495aac0217250a,,WordPress.,0.557,Medium Low,BERT (standalone)
in-74a21ccd19b51703,,online media optimisation techniques,0.844,High,BERT+GPT
in-74a21ccd19b51703,,digital media sector,0.849,High,BERT+GPT
in-74a21ccd19b51703,,media terminology,0.813,High,BERT+GPT
in-74a21ccd19b51703,,"Ireland,",0.323,Very Low,BERT (standalone)
in-28b528e7d7197dda,,Communications,0.75,Medium High,GPT
in-28b528e7d7197dda,,Marketing,0.75,Medium High,GPT
in-28b528e7d7197dda,,Bachelor’s degree in,0.512,Medium Low,BERT (standalone)
in-28b528e7d7197dda,,"Communications, Marketing,",0.36,Very Low,BERT (standalone)
in-dfba7ab6718d3046,,digital and data projects management,0.828,High,BERT+GPT
in-dfba7ab6718d3046,,PMO operations,0.848,High,BERT+GPT
in-7efd2904afddf2db,,&box,0.841,High,BERT+GPT
in-f43bc3e0d8eb0b6c,,solar power stations,0.75,Medium High,GPT
in-f43bc3e0d8eb0b6c,,MOPO Batteries,0.75,Medium High,GPT
in-3a0788225ea24555,,Java,0.75,Medium High,GPT
in-3a0788225ea24555,,SAP Commerce,0.75,Medium High,GPT
in-3a0788225ea24555,,Hybris,0.75,Medium High,GPT
in-6556f40a159eae7f,,user interfaces,0.75,Medium High,GPT
in-6556f40a159eae7f,,UX,0.75,Medium High,GPT
in-6556f40a159eae7f,,design system,0.75,Medium High,GPT
in-6556f40a159eae7f,,accessibility standards,0.75,Medium High,GPT
in-6556f40a159eae7f,,digital strategy,0.75,Medium High,GPT
in-810d683b63fef667,,broadcast camera operations,0.84,High,BERT+GPT
in-810d683b63fef667,,operational control panels,0.842,High,BERT+GPT
in-810d683b63fef667,,color,0.833,High,BERT+GPT
in-810d683b63fef667,,shading,0.78,Medium High,BERT+GPT
in-2fffebb8d4446ca4,,data pipeline testing,0.85,High,BERT+GPT
in-2fffebb8d4446ca4,,monitoring,0.75,Medium High,GPT
in-2fffebb8d4446ca4,,debugging practices,0.794,Medium High,BERT+GPT
in-b9f641f663bba62b,,material,0.621,Medium,BERT+GPT
in-b9f641f663bba62b,,test method development,0.78,Medium High,BERT+GPT
in-b9f641f663bba62b,,packaging process,0.795,Medium High,BERT+GPT
in-323408134a4a75b0,,GRC,0.75,Medium High,GPT
in-323408134a4a75b0,,industry standards,0.75,Medium High,GPT
in-323408134a4a75b0,,Security Operations,0.75,Medium High,GPT
in-b9fcb0438cfe5431,,fire protection,0.732,Medium High,BERT+GPT
in-b9fcb0438cfe5431,,hydraulic engineering,0.75,Medium High,GPT
in-b9fcb0438cfe5431,,building and infrastructure projects,0.75,Medium High,GPT
in-b9fcb0438cfe5431,,hydraulic,0.351,Very Low,BERT (standalone)
in-0b92f8ae68be10dd,,FIDIC,0.75,Medium High,GPT
in-0b92f8ae68be10dd,,NEC,0.807,High,BERT+GPT
in-0b92f8ae68be10dd,,concept development,0.851,High,BERT+GPT
in-0b92f8ae68be10dd,,detailed engineering,0.848,High,BERT+GPT
in-0b92f8ae68be10dd,,construction,0.841,High,BERT+GPT
in-0b92f8ae68be10dd,,commissioning,0.775,Medium High,BERT+GPT
in-0b92f8ae68be10dd,,Design,0.538,Medium Low,BERT (standalone)
in-9265b642da6576bc,,visual database frameworks,0.75,Medium High,GPT
in-9265b642da6576bc,,complex imagery databases,0.75,Medium High,GPT
in-9265b642da6576bc,,3-D models,0.75,Medium High,GPT
in-9265b642da6576bc,,simulation applications,0.75,Medium High,GPT
in-9265b642da6576bc,,data modeling solutions,0.75,Medium High,GPT
in-9265b642da6576bc,,visual standards,0.75,Medium High,GPT
in-9265b642da6576bc,,modeling guidelines,0.75,Medium High,GPT
in-9265b642da6576bc,,3,0.3,Very Low,BERT (standalone)
in-9265b642da6576bc,,-D,0.373,Very Low,BERT (standalone)
in-9265b642da6576bc,,"aircraft,",0.257,Very Low,BERT (standalone)
in-9265b642da6576bc,,"ground vehicles, hangars, weapons, control towers,",0.421,Low,BERT (standalone)
in-16b8ccda0edc7185,,BI,0.851,High,BERT+GPT
in-16b8ccda0edc7185,,SQL Server,0.75,Medium High,GPT
in-16b8ccda0edc7185,,SQL engine,0.846,High,BERT+GPT
in-16b8ccda0edc7185,,Tableau,0.849,High,BERT+GPT
in-16b8ccda0edc7185,,data analytics,0.737,Medium High,BERT+GPT
in-16b8ccda0edc7185,,visualization,0.85,High,BERT+GPT
in-16b8ccda0edc7185,,UI/UX,0.75,Medium High,GPT
in-16b8ccda0edc7185,,SQL,0.553,Medium Low,BERT (standalone)
in-16b8ccda0edc7185,,Server,0.49,Low,BERT (standalone)
in-16b8ccda0edc7185,,2022,0.361,Very Low,BERT (standalone)
in-16b8ccda0edc7185,,/,0.407,Low,BERT (standalone)
in-16b8ccda0edc7185,,2024,0.397,Very Low,BERT (standalone)
in-16b8ccda0edc7185,,UI,0.557,Medium Low,BERT (standalone)
in-16b8ccda0edc7185,,/,0.537,Medium Low,BERT (standalone)
in-16b8ccda0edc7185,,UX,0.522,Medium Low,BERT (standalone)
in-f91c185c0aaf76d7,,advanced analytics,0.75,Medium High,GPT
in-3480f627bb03697d,,incubation,0.75,Medium High,GPT
in-3480f627bb03697d,,Intake candidates,0.75,Medium High,GPT
in-4256252b53fa4d02,,data modeling concepts,0.827,High,BERT+GPT
in-e9ad9bb711d1953e,,data expertise,0.75,Medium High,GPT
in-a8c4f3a4557e1b4a,,multi-turn conversations,0.75,Medium High,GPT
in-a8c4f3a4557e1b4a,,logistics,0.75,Medium High,GPT
in-a8c4f3a4557e1b4a,,after-sales issues,0.75,Medium High,GPT
in-6d5c8a6357865c73,,advanced Excel,0.75,Medium High,GPT
in-6d5c8a6357865c73,,SQL,0.85,High,BERT+GPT
in-6d5c8a6357865c73,,Reference Data,0.838,High,BERT+GPT
in-6d5c8a6357865c73,,Microsoft Office,0.75,Medium High,GPT
in-6d5c8a6357865c73,,advance,0.495,Low,BERT (standalone)
in-6d5c8a6357865c73,,Excel.,0.481,Low,BERT (standalone)
in-6d5c8a6357865c73,,Microsoft,0.517,Medium Low,BERT (standalone)
in-6d5c8a6357865c73,,Office.,0.487,Low,BERT (standalone)
in-5b3502cff88faf17,,big data processing,0.848,High,BERT+GPT
in-5b3502cff88faf17,,computer science,0.844,High,BERT+GPT
in-5b3502cff88faf17,,programming,0.841,High,BERT+GPT
in-5b3502cff88faf17,,data structures,0.843,High,BERT+GPT
in-94dbddb4f0f25865,,Golang,0.75,Medium High,GPT
in-54ad2b8f8b9026f7,,routing,0.843,High,BERT+GPT
in-54ad2b8f8b9026f7,,switching,0.796,Medium High,BERT+GPT
in-54ad2b8f8b9026f7,,cloud networking,0.846,High,BERT+GPT
in-54ad2b8f8b9026f7,,internet engineering,0.846,High,BERT+GPT
in-54ad2b8f8b9026f7,,WAN,0.847,High,BERT+GPT
in-54ad2b8f8b9026f7,,LAN technologies,0.828,High,BERT+GPT
in-54ad2b8f8b9026f7,,OSI layers 1 through 4,0.766,Medium High,BERT+GPT
in-abb793a2983bfdf9,,software testing,0.85,High,BERT+GPT
in-abb793a2983bfdf9,,Test Plans,0.718,Medium High,BERT+GPT
in-abb793a2983bfdf9,,Test Cases,0.74,Medium High,BERT+GPT
in-abb793a2983bfdf9,,Playwright,0.848,High,BERT+GPT
in-abb793a2983bfdf9,,Selenium,0.75,Medium High,GPT
in-abb793a2983bfdf9,,Cypress,0.848,High,BERT+GPT
in-abb793a2983bfdf9,,API testing,0.852,High,BERT+GPT
in-abb793a2983bfdf9,,Postman,0.75,Medium High,GPT
in-abb793a2983bfdf9,,REST Assured,0.75,Medium High,GPT
in-abb793a2983bfdf9,,SQL,0.851,High,BERT+GPT
in-abb793a2983bfdf9,,database testing,0.852,High,BERT+GPT
in-abb793a2983bfdf9,,CI/CD pipelines,0.75,Medium High,GPT
in-abb793a2983bfdf9,,test methodologies,0.848,High,BERT+GPT
in-abb793a2983bfdf9,,defect lifecycle,0.75,Medium High,GPT
in-abb793a2983bfdf9,,QA best practices,0.75,Medium High,GPT
in-abb793a2983bfdf9,,Agile,0.75,Medium High,GPT
in-abb793a2983bfdf9,,Scrum,0.75,Medium High,GPT
in-abb793a2983bfdf9,,testing,0.277,Very Low,BERT (standalone)
in-abb793a2983bfdf9,,automation testing,0.559,Medium Low,BERT (standalone)
in-abb793a2983bfdf9,,REST,0.559,Medium Low,BERT (standalone)
in-abb793a2983bfdf9,,"Assured,",0.292,Very Low,BERT (standalone)
in-abb793a2983bfdf9,,CI,0.559,Medium Low,BERT (standalone)
in-abb793a2983bfdf9,,/,0.556,Medium Low,BERT (standalone)
in-abb793a2983bfdf9,,CD pipelines.,0.549,Medium Low,BERT (standalone)
in-abb793a2983bfdf9,,defect,0.528,Medium Low,BERT (standalone)
in-3284678829246fd8,,DFIR,0.75,Medium High,GPT
in-3284678829246fd8,,information systems,0.75,Medium High,GPT
in-3284678829246fd8,,vulnerabilities,0.75,Medium High,GPT
in-3284678829246fd8,,compromises,0.75,Medium High,GPT
in-f9dd6f6edf565c44,,M&A,0.75,Medium High,GPT
in-f9dd6f6edf565c44,,debt advisory,0.75,Medium High,GPT
in-f9dd6f6edf565c44,,financial restructuring,0.75,Medium High,GPT
in-f9dd6f6edf565c44,,structured funding,0.75,Medium High,GPT
in-f9dd6f6edf565c44,,asset-backed securitizations,0.75,Medium High,GPT
in-f9dd6f6edf565c44,,credit portfolio advisory,0.75,Medium High,GPT
in-f9dd6f6edf565c44,,capital markets,0.75,Medium High,GPT
in-198664b359fea978,,Speech & Audio,0.75,Medium High,GPT
in-198664b359fea978,,Machine Translation,0.75,Medium High,GPT
in-198664b359fea978,,Natural Language Understanding,0.75,Medium High,GPT
in-198664b359fea978,,Computer Vision,0.75,Medium High,GPT
in-20a561e1b8bf7a28,,Secret Clearance,0.795,Medium High,BERT+GPT
in-705a9e2cea3e4dc9,,melding,0.532,Medium Low,BERT (standalone)
in-97a676c69bbe8383,,ICT Building Technologies,0.81,High,BERT+GPT
in-1b5b705fabffaa4a,,Service Levels,0.732,Medium High,BERT+GPT
in-1b5b705fabffaa4a,,IoT technologies,0.75,Medium High,GPT
in-1b5b705fabffaa4a,,networking protocols,0.75,Medium High,GPT
in-1b5b705fabffaa4a,,mobile protocols,0.75,Medium High,GPT
in-1b5b705fabffaa4a,,enterprise network protocols,0.75,Medium High,GPT
in-1b5b705fabffaa4a,,routing schemas,0.75,Medium High,GPT
in-e72a1bc9a9ef4be8,,Master’s or,0.526,Medium Low,BERT (standalone)
in-e72a1bc9a9ef4be8,,Doctorate qualifications.,0.374,Very Low,BERT (standalone)
in-59ebc721a66a2f28,,JavaScript,0.852,High,BERT+GPT
in-59ebc721a66a2f28,,TypeScript,0.75,Medium High,GPT
in-59ebc721a66a2f28,,ECMAScript,0.75,Medium High,GPT
in-59ebc721a66a2f28,,SPA web applications,0.75,Medium High,GPT
in-59ebc721a66a2f28,,React,0.75,Medium High,GPT
in-59ebc721a66a2f28,,state-management frameworks,0.75,Medium High,GPT
in-59ebc721a66a2f28,,browser JS APIs,0.75,Medium High,GPT
in-59ebc721a66a2f28,,composability,0.559,Medium Low,BERT (standalone)
in-59ebc721a66a2f28,,quality architecture,0.526,Medium Low,BERT (standalone)
in-0a7172c328431a7c,,Golden Source v8.x,0.75,Medium High,GPT
in-0a7172c328431a7c,,financial Institution,0.75,Medium High,GPT
in-0a7172c328431a7c,,Golden,0.311,Very Low,BERT (standalone)
in-0a7172c328431a7c,,v8,0.457,Low,BERT (standalone)
in-0a7172c328431a7c,,.x,0.275,Very Low,BERT (standalone)
in-e9c98c1d997359b4,,software systems,0.75,Medium High,GPT
in-e9c98c1d997359b4,,enterprise systems,0.75,Medium High,GPT
in-fb15695745e8bb0a,,metal cutting tools,0.846,High,BERT+GPT
in-fb15695745e8bb0a,,Aluminium,0.75,Medium High,GPT
in-fb15695745e8bb0a,,Steel,0.85,High,BERT+GPT
in-fb15695745e8bb0a,,Titanium,0.839,High,BERT+GPT
in-fb15695745e8bb0a,,GD&T,0.75,Medium High,GPT
in-fb15695745e8bb0a,,GD,0.556,Medium Low,BERT (standalone)
in-fb15695745e8bb0a,,"&T,",0.479,Low,BERT (standalone)
in-984033710b0943bf,,data leakage,0.75,Medium High,GPT
in-984033710b0943bf,,bias/variance tradeoff,0.75,Medium High,GPT
in-984033710b0943bf,,methodological limitations,0.75,Medium High,GPT
in-582782654d5ecc0d,,data pipelines,0.75,Medium High,GPT
in-582782654d5ecc0d,,data architecture,0.75,Medium High,GPT
in-582782654d5ecc0d,,data governance,0.75,Medium High,GPT
in-582782654d5ecc0d,,automation,0.75,Medium High,GPT
in-582782654d5ecc0d,,performance,0.75,Medium High,GPT
in-0e1bdbb226a3d5af,,Linux,0.832,High,BERT+GPT
in-0e1bdbb226a3d5af,,Windows Server,0.787,Medium High,BERT+GPT
in-0e1bdbb226a3d5af,,VMware,0.837,High,BERT+GPT
in-0e1bdbb226a3d5af,,containerization,0.786,Medium High,BERT+GPT
in-0e1bdbb226a3d5af,,Kubernetes,0.825,High,BERT+GPT
in-6e217f9321a0439a,,sector insights,0.75,Medium High,GPT
in-6e217f9321a0439a,,multi-disciplinary network,0.75,Medium High,GPT
in-6e217f9321a0439a,,global connectivity,0.75,Medium High,GPT
in-58476ea449693e80,,AI-enabled systems,0.75,Medium High,GPT
in-58476ea449693e80,,automated workflows,0.75,Medium High,GPT
in-65910ccf31e39e27,,campaign planning,0.847,High,BERT+GPT
in-65910ccf31e39e27,,marketing,0.827,High,BERT+GPT
in-09e14d322f8891c5,,cyber security,0.75,Medium High,GPT
in-c1541ebf5f81158d,,AI agents,0.75,Medium High,GPT
in-c1541ebf5f81158d,,HR,0.75,Medium High,GPT
in-c1541ebf5f81158d,,finance,0.75,Medium High,GPT
in-4b9e0180bff6c426,,C++,0.75,Medium High,GPT
in-4b9e0180bff6c426,,Qt,0.849,High,BERT+GPT
in-4b9e0180bff6c426,,MATLAB,0.852,High,BERT+GPT
in-4b9e0180bff6c426,,Simulink,0.85,High,BERT+GPT
in-4b9e0180bff6c426,,C,0.551,Medium Low,BERT (standalone)
in-4b9e0180bff6c426,,+,0.539,Medium Low,BERT (standalone)
in-4b9e0180bff6c426,,+,0.542,Medium Low,BERT (standalone)
in-0acdfef5476fb31b,,ETI,0.75,Medium High,GPT
in-0acdfef5476fb31b,,Living Wage,0.75,Medium High,GPT
in-118a82b17528567a,,Music,0.75,Medium High,GPT
in-118a82b17528567a,,Creative Industries,0.75,Medium High,GPT
in-632c587ccc8e9184,,"Consumption, Usage & Unified expansion",0.75,Medium High,GPT
in-632c587ccc8e9184,,Enhanced Solutions,0.834,High,BERT+GPT
in-632c587ccc8e9184,,Microsoft,0.841,High,BERT+GPT
in-632c587ccc8e9184,,cloud success,0.75,Medium High,GPT
in-632c587ccc8e9184,,security,0.75,Medium High,GPT
in-632c587ccc8e9184,,resiliency,0.75,Medium High,GPT
in-632c587ccc8e9184,,AI innovation,0.75,Medium High,GPT
in-632c587ccc8e9184,,information,0.266,Very Low,BERT (standalone)
in-632c587ccc8e9184,,"Consumption,",0.552,Medium Low,BERT (standalone)
in-632c587ccc8e9184,,Usage & Unified expansion,0.416,Low,BERT (standalone)
in-039afbab943ffdf0,,"Diversity, Equity, and Inclusion (DE &I)",0.75,Medium High,GPT
in-039afbab943ffdf0,,unconscious biases,0.75,Medium High,GPT
in-61c79dbda7b78908,,Microsoft Azure,0.693,Medium,BERT+GPT
in-61c79dbda7b78908,,AWS,0.819,High,BERT+GPT
in-61c79dbda7b78908,,cloud technologies,0.75,Medium High,GPT
in-fc023aaf76570654,,SAP,0.75,Medium High,GPT
in-750dba5931a9c8dc,,Design,0.75,Medium High,GPT
in-750dba5931a9c8dc,,Animation,0.837,High,BERT+GPT
in-750dba5931a9c8dc,,3D Modeling,0.846,High,BERT+GPT
in-750dba5931a9c8dc,,Video Production Design,0.848,High,BERT+GPT
in-750dba5931a9c8dc,,Game Design,0.847,High,BERT+GPT
in-de68a04f067e6b0e,,EHV Cables,0.75,Medium High,GPT
in-de68a04f067e6b0e,,UK Transmission and Distribution,0.75,Medium High,GPT
in-f236d97986ddfba2,,position papers,0.838,High,BERT+GPT
in-f236d97986ddfba2,,architecture documentation,0.849,High,BERT+GPT
in-f236d97986ddfba2,,vulnerability remediation,0.846,High,BERT+GPT
in-f236d97986ddfba2,,perimeter defense architecture,0.848,High,BERT+GPT
in-f236d97986ddfba2,,encryption,0.851,High,BERT+GPT
in-f236d97986ddfba2,,DevOps,0.819,High,BERT+GPT
in-f236d97986ddfba2,,Azure DevOps,0.75,Medium High,GPT
in-f236d97986ddfba2,,GitHub Enterprise Cloud,0.808,High,BERT+GPT
in-f236d97986ddfba2,,tran,0.557,Medium Low,BERT (standalone)
in-f236d97986ddfba2,,Azure,0.558,Medium Low,BERT (standalone)
in-d98b348af9f23fa0,,Networking,0.794,Medium High,BERT+GPT
in-d98b348af9f23fa0,,CCNA,0.847,High,BERT+GPT
in-d98b348af9f23fa0,,MXCA,0.848,High,BERT+GPT
in-d98b348af9f23fa0,,MXCP,0.846,High,BERT+GPT
in-d98b348af9f23fa0,,ACMA,0.836,High,BERT+GPT
in-c2bdecbd7d029246,,IaC,0.85,High,BERT+GPT
in-c2bdecbd7d029246,,CI/CD pipelines,0.75,Medium High,GPT
in-c2bdecbd7d029246,,CI,0.557,Medium Low,BERT (standalone)
in-c2bdecbd7d029246,,/,0.547,Medium Low,BERT (standalone)
in-c2bdecbd7d029246,,CD,0.534,Medium Low,BERT (standalone)
in-0b773a8718393f78,,engagement processes,0.75,Medium High,GPT
in-0b773a8718393f78,,client take-on processes,0.784,Medium High,BERT+GPT
in-0b773a8718393f78,,engagement and,0.482,Low,BERT (standalone)
in-76bdead060a20f20,,hardware,0.821,High,BERT+GPT
in-76bdead060a20f20,,software,0.686,Medium,BERT+GPT
in-76bdead060a20f20,,FlashBlade,0.75,Medium High,GPT
in-a40b94f35544019d,,High,0.557,Medium Low,BERT (standalone)
in-a40b94f35544019d,,School diploma,0.465,Low,BERT (standalone)
in-33f7ac68b9c721cf,,health administrative data,0.848,High,BERT+GPT
in-33f7ac68b9c721cf,,electronic health record (EHR) data,0.837,High,BERT+GPT
in-7b658bff83d2bccf,,Property Litigation,0.75,Medium High,GPT
in-7b658bff83d2bccf,,local authorities,0.75,Medium High,GPT
in-7b658bff83d2bccf,,NHS Trusts,0.75,Medium High,GPT
in-7b658bff83d2bccf,,housing associations,0.75,Medium High,GPT
in-7b658bff83d2bccf,,social landlords,0.75,Medium High,GPT
in-7b658bff83d2bccf,,blue chip retailers,0.75,Medium High,GPT
in-7b658bff83d2bccf,,owner managed businesses,0.75,Medium High,GPT
in-ac90cd677da23e8f,,React Native,0.75,Medium High,GPT
in-003b7148c1d9726c,,graphic design,0.849,High,BERT+GPT
in-003b7148c1d9726c,,visual communication,0.837,High,BERT+GPT
in-003b7148c1d9726c,,brand building,0.831,High,BERT+GPT
in-003b7148c1d9726c,,brand design systems,0.849,High,BERT+GPT
in-003b7148c1d9726c,,brand identity,0.843,High,BERT+GPT
in-003b7148c1d9726c,,digital design,0.847,High,BERT+GPT
in-e1324b755161c2c0,,data,0.75,Medium High,GPT
in-e1324b755161c2c0,,analytic expertise,0.75,Medium High,GPT
in-e1324b755161c2c0,,health policy,0.75,Medium High,GPT
in-e1324b755161c2c0,,health practice,0.75,Medium High,GPT
in-f4f621e2280a33e5,,Cloud Security,0.75,Medium High,GPT
in-f4f621e2280a33e5,,Key Management Service (KMS),0.75,Medium High,GPT
in-f4f621e2280a33e5,,Public Key Infrastructure (PKI),0.821,High,BERT+GPT
in-f4f621e2280a33e5,,Encryption,0.845,High,BERT+GPT
in-f4f621e2280a33e5,,principles of least privilege,0.75,Medium High,GPT
in-f4f621e2280a33e5,,Linux operating systems,0.842,High,BERT+GPT
in-f4f621e2280a33e5,,system internals,0.846,High,BERT+GPT
in-f4f621e2280a33e5,,networking,0.763,Medium High,BERT+GPT
in-f4f621e2280a33e5,,high-throughput environments,0.815,High,BERT+GPT
in-f4f621e2280a33e5,,"Cloud Security, Key Management Service (KMS),",0.497,Low,BERT (standalone)
in-f4f621e2280a33e5,,least,0.546,Medium Low,BERT (standalone)
in-f4f621e2280a33e5,,privilege.,0.491,Low,BERT (standalone)
in-f4f621e2280a33e5,,performance tuning.,0.546,Medium Low,BERT (standalone)
in-f4f621e2280a33e5,,high,0.549,Medium Low,BERT (standalone)
in-c59441ab95f972da,,ultra-low power design,0.75,Medium High,GPT
in-c59441ab95f972da,,RF optimisation,0.851,High,BERT+GPT
in-c59441ab95f972da,,antenna tuning,0.849,High,BERT+GPT
in-c59441ab95f972da,,solar conversion,0.846,High,BERT+GPT
in-c59441ab95f972da,,battery systems,0.845,High,BERT+GPT
in-c59441ab95f972da,,audio,0.839,High,BERT+GPT
in-c59441ab95f972da,,high-voltage pulse circuits,0.75,Medium High,GPT
in-c59441ab95f972da,,ultra,0.558,Medium Low,BERT (standalone)
in-c59441ab95f972da,,"-low power design,",0.533,Medium Low,BERT (standalone)
in-c59441ab95f972da,,high,0.557,Medium Low,BERT (standalone)
in-c59441ab95f972da,,-voltage pulse circuits.,0.507,Medium Low,BERT (standalone)
in-9c49e06eacd23204,,Java,0.75,Medium High,GPT
in-9c49e06eacd23204,,Kotlin,0.848,High,BERT+GPT
in-9c49e06eacd23204,,Android App development,0.839,High,BERT+GPT
in-9c49e06eacd23204,,Google Firebase,0.75,Medium High,GPT
in-9c49e06eacd23204,,Front-end development,0.75,Medium High,GPT
in-9c49e06eacd23204,,Back-end development,0.75,Medium High,GPT
in-9c49e06eacd23204,,REST,0.75,Medium High,GPT
in-9c49e06eacd23204,,Jetpack Compose,0.75,Medium High,GPT
in-9c49e06eacd23204,,Android,0.449,Low,BERT (standalone)
in-3f7faab118593a3d,,Computer Science,0.831,High,BERT+GPT
in-3f7faab118593a3d,,Information Technology,0.85,High,BERT+GPT
in-3f7faab118593a3d,,DevOps architecture,0.851,High,BERT+GPT
in-3f7faab118593a3d,,information systems,0.847,High,BERT+GPT
in-3f7faab118593a3d,,cloud environments,0.75,Medium High,GPT
in-3f7faab118593a3d,,hybrid environments,0.75,Medium High,GPT
in-2a73b5e567998db1,,game production,0.844,High,BERT+GPT
in-2a73b5e567998db1,,entertainment,0.732,Medium High,BERT+GPT
in-2a73b5e567998db1,,technology,0.827,High,BERT+GPT
in-2a73b5e567998db1,,videogames,0.843,High,BERT+GPT
in-2a73b5e567998db1,,-focused,0.318,Very Low,BERT (standalone)
in-6cf6dfb8b66a2e6f,,ASP.NET,0.84,High,BERT+GPT
in-6cf6dfb8b66a2e6f,,C#,0.75,Medium High,GPT
in-6cf6dfb8b66a2e6f,,SQL optimization,0.849,High,BERT+GPT
in-6cf6dfb8b66a2e6f,,API integration,0.849,High,BERT+GPT
in-6cf6dfb8b66a2e6f,,Web Services,0.841,High,BERT+GPT
in-6cf6dfb8b66a2e6f,,"#,",0.506,Medium Low,BERT (standalone)
in-1d0ee99f0fa3a249,,Angular,0.75,Medium High,GPT
in-1d0ee99f0fa3a249,,TypeScript,0.75,Medium High,GPT
in-1d0ee99f0fa3a249,,C#,0.75,Medium High,GPT
in-1d0ee99f0fa3a249,,ASP.NET Core,0.75,Medium High,GPT
in-1d0ee99f0fa3a249,,Kubernetes,0.75,Medium High,GPT
in-1d0ee99f0fa3a249,,Azure,0.75,Medium High,GPT
in-1d0ee99f0fa3a249,,CosmosDB,0.75,Medium High,GPT
in-1d0ee99f0fa3a249,,RocksDB,0.75,Medium High,GPT
in-1d0ee99f0fa3a249,,blob storage,0.75,Medium High,GPT
in-1d0ee99f0fa3a249,,queue storage,0.75,Medium High,GPT
in-1d0ee99f0fa3a249,,Python,0.75,Medium High,GPT
in-0291434f0c4cfdad,,Wholesale Markets platforms,0.75,Medium High,GPT
in-633f60ec80fa751b,,curriculum platform,0.75,Medium High,GPT
in-633f60ec80fa751b,,content authoring,0.75,Medium High,GPT
in-633f60ec80fa751b,,in-lesson student experience,0.75,Medium High,GPT
in-633f60ec80fa751b,,teacher experience,0.75,Medium High,GPT
in-633f60ec80fa751b,,teacher tooling,0.75,Medium High,GPT
in-633f60ec80fa751b,,-lesson student,0.354,Very Low,BERT (standalone)
in-4dd514de8a421610,,criminal background check,0.75,Medium High,GPT
in-4dd514de8a421610,,pre-employment,0.75,Medium High,GPT
in-4dd514de8a421610,,drug screens,0.697,Medium,BERT+GPT
in-4dd514de8a421610,,criminal,0.401,Low,BERT (standalone)
in-4dd514de8a421610,,"background check,",0.414,Low,BERT (standalone)
in-4dd514de8a421610,,pre,0.524,Medium Low,BERT (standalone)
in-4dd514de8a421610,,"-employment,",0.361,Very Low,BERT (standalone)
in-af9bdddc456cb0dd,,Python,0.852,High,BERT+GPT
in-af9bdddc456cb0dd,,Angular,0.75,Medium High,GPT
in-af9bdddc456cb0dd,,Microsoft SQL Server,0.796,Medium High,BERT+GPT
in-af9bdddc456cb0dd,,API integrations,0.824,High,BERT+GPT
in-af9bdddc456cb0dd,,Angular development,0.556,Medium Low,BERT (standalone)
in-1ead98be5d7dccc1,,laboratory animals,0.75,Medium High,GPT
in-1ead98be5d7dccc1,,rodents,0.75,Medium High,GPT
in-1ead98be5d7dccc1,,rabbits,0.75,Medium High,GPT
in-1ead98be5d7dccc1,,dogs,0.75,Medium High,GPT
in-1ead98be5d7dccc1,,cats,0.75,Medium High,GPT
