job_id,date_posted,knowledge,confidence_score,confidence_tier,source,run_id
in-5e211e34b163af31,,production,0.532,Medium Low,BERT (standalone),results_run1
in-5e211e34b163af31,,automation and scripting,0.532,Medium Low,BERT (standalone),results_run1
in-5e211e34b163af31,,Python).,0.532,Medium Low,BERT (standalone),results_run1
in-5e211e34b163af31,,security and compliance standards,0.532,Medium Low,BERT (standalone),results_run1
in-80ebff491c379e99,,requirements gathering,0.83,High,BERT+GPT,results_run1
in-80ebff491c379e99,,solution design,0.83,High,BERT+GPT,results_run1
in-80ebff491c379e99,,development,0.824,High,BERT+GPT,results_run1
in-80ebff491c379e99,,testing,0.75,Medium High,GPT,results_run1
in-80ebff491c379e99,,deployment,0.819,High,BERT+GPT,results_run1
in-80ebff491c379e99,,post-launch support,0.75,Medium High,GPT,results_run1
in-80ebff491c379e99,,"testing,",0.532,Medium Low,BERT (standalone),results_run1
in-80ebff491c379e99,,post,0.532,Medium Low,BERT (standalone),results_run1
in-80ebff491c379e99,,-launch support.,0.532,Medium Low,BERT (standalone),results_run1
in-f08d12c7eacdda8b,,Geotechnical Engineering,0.75,Medium High,GPT,results_run1
in-f08d12c7eacdda8b,,Western Canada,0.75,Medium High,GPT,results_run1
in-50fd73fd55142e74,,vision AI,0.75,Medium High,GPT,results_run1
in-50fd73fd55142e74,,edge AI,0.75,Medium High,GPT,results_run1
in-50fd73fd55142e74,,computer vision,0.75,Medium High,GPT,results_run1
in-50fd73fd55142e74,,retail,0.75,Medium High,GPT,results_run1
in-a10a53ec74c651fa,,Photoshop,0.825,High,BERT+GPT,results_run1
in-a10a53ec74c651fa,,Maya,0.831,High,BERT+GPT,results_run1
in-a10a53ec74c651fa,,3DS Max,0.828,High,BERT+GPT,results_run1
in-a10a53ec74c651fa,,vector math,0.831,High,BERT+GPT,results_run1
in-a10a53ec74c651fa,,lighting,0.823,High,BERT+GPT,results_run1
in-a10a53ec74c651fa,,composition,0.824,High,BERT+GPT,results_run1
in-a10a53ec74c651fa,,colour theory,0.825,High,BERT+GPT,results_run1
in-a10a53ec74c651fa,,proprietary engines,0.75,Medium High,GPT,results_run1
in-a10a53ec74c651fa,,in-house engines,0.75,Medium High,GPT,results_run1
in-a10a53ec74c651fa,,"modelling,",0.532,Medium Low,BERT (standalone),results_run1
in-a10a53ec74c651fa,,"texturing,",0.532,Medium Low,BERT (standalone),results_run1
in-a10a53ec74c651fa,,image processing.,0.532,Medium Low,BERT (standalone),results_run1
in-a10a53ec74c651fa,,"3D software,",0.532,Medium Low,BERT (standalone),results_run1
in-a10a53ec74c651fa,,proprietary,0.532,Medium Low,BERT (standalone),results_run1
in-a10a53ec74c651fa,,/,0.532,Medium Low,BERT (standalone),results_run1
in-a10a53ec74c651fa,,in,0.532,Medium Low,BERT (standalone),results_run1
in-a10a53ec74c651fa,,-house engines.,0.532,Medium Low,BERT (standalone),results_run1
in-7382c4812c77a667,,Responsible AI,0.75,Medium High,GPT,results_run1
in-017ea53a2a826cd1,,modular data centers,0.83,High,BERT+GPT,results_run1
in-017ea53a2a826cd1,,M&E systems,0.75,Medium High,GPT,results_run1
in-017ea53a2a826cd1,,value-added services,0.75,Medium High,GPT,results_run1
in-017ea53a2a826cd1,,CRM systems,0.83,High,BERT+GPT,results_run1
in-017ea53a2a826cd1,,sales analytics,0.824,High,BERT+GPT,results_run1
in-017ea53a2a826cd1,,Gantt charts,0.825,High,BERT+GPT,results_run1
in-017ea53a2a826cd1,,M,0.532,Medium Low,BERT (standalone),results_run1
in-017ea53a2a826cd1,,"&E systems,",0.532,Medium Low,BERT (standalone),results_run1
in-017ea53a2a826cd1,,value,0.532,Medium Low,BERT (standalone),results_run1
in-017ea53a2a826cd1,,-added services.,0.532,Medium Low,BERT (standalone),results_run1
in-017ea53a2a826cd1,,Market research,0.532,Medium Low,BERT (standalone),results_run1
in-017ea53a2a826cd1,,strategic analysis.,0.532,Medium Low,BERT (standalone),results_run1
in-c6918ce82bd8fd05,,physiological signal processing,0.83,High,BERT+GPT,results_run1
in-c6918ce82bd8fd05,,machine learning,0.831,High,BERT+GPT,results_run1
in-577883f57d90719f,,peer-reviewed journals,0.75,Medium High,GPT,results_run1
in-577883f57d90719f,,real-world case studies,0.75,Medium High,GPT,results_run1
in-577883f57d90719f,,industry connections,0.75,Medium High,GPT,results_run1
in-577883f57d90719f,,real,0.532,Medium Low,BERT (standalone),results_run1
in-577883f57d90719f,,-world,0.532,Medium Low,BERT (standalone),results_run1
in-577883f57d90719f,,"case studies,",0.532,Medium Low,BERT (standalone),results_run1
in-577883f57d90719f,,guest,0.532,Medium Low,BERT (standalone),results_run1
in-d724b72ac92937bb,,hiking shoes,0.75,Medium High,GPT,results_run1
in-d724b72ac92937bb,,backpack,0.75,Medium High,GPT,results_run1
in-d724b72ac92937bb,,snowshoes,0.75,Medium High,GPT,results_run1
in-d724b72ac92937bb,,kayak,0.75,Medium High,GPT,results_run1
in-d724b72ac92937bb,,paddle board,0.75,Medium High,GPT,results_run1
in-d724b72ac92937bb,,fishing pole,0.75,Medium High,GPT,results_run1
in-d724b72ac92937bb,,snow skis,0.75,Medium High,GPT,results_run1
in-d724b72ac92937bb,,bike,0.75,Medium High,GPT,results_run1
in-1e83c7fd09250fb5,,Agile methodologies,0.75,Medium High,GPT,results_run1
in-1e83c7fd09250fb5,,Agile,0.532,Medium Low,BERT (standalone),results_run1
in-83ff4a07f1cacf91,,fusion energy,0.75,Medium High,GPT,results_run1
in-83ff4a07f1cacf91,,energy transition,0.75,Medium High,GPT,results_run1
in-83ff4a07f1cacf91,,physical processes,0.75,Medium High,GPT,results_run1
in-b672e65b19c56cf2,,gate automation,0.831,High,BERT+GPT,results_run1
in-5cad035ec5ba4670,,legal services,0.75,Medium High,GPT,results_run1
in-5cad035ec5ba4670,,Australia,0.75,Medium High,GPT,results_run1
in-5cad035ec5ba4670,,New Zealand,0.75,Medium High,GPT,results_run1
in-5cad035ec5ba4670,,United Kingdom,0.75,Medium High,GPT,results_run1
in-4d7062e75b426713,,PowerBI,0.75,Medium High,GPT,results_run1
in-4d7062e75b426713,,marketing automation,0.75,Medium High,GPT,results_run1
in-4d7062e75b426713,,customer experience,0.75,Medium High,GPT,results_run1
in-4d7062e75b426713,,scalable growth,0.75,Medium High,GPT,results_run1
in-cb8b9a0a045f9362,,North American culture,0.75,Medium High,GPT,results_run1
in-0d6999c97eb3a90f,,"ETL (Extract, Transform, Load)",0.821,High,BERT+GPT,results_run1
in-0d6999c97eb3a90f,,data transformation,0.829,High,BERT+GPT,results_run1
in-0d6999c97eb3a90f,,query execution,0.825,High,BERT+GPT,results_run1
in-0d6999c97eb3a90f,,data warehouse architectures,0.75,Medium High,GPT,results_run1
in-0d6999c97eb3a90f,,data models,0.75,Medium High,GPT,results_run1
in-0d6999c97eb3a90f,,data governance policies,0.75,Medium High,GPT,results_run1
in-0d6999c97eb3a90f,,data integration tools,0.75,Medium High,GPT,results_run1
in-0d6999c97eb3a90f,,"Transform,",0.532,Medium Low,BERT (standalone),results_run1
in-0d6999c97eb3a90f,,"Load),",0.532,Medium Low,BERT (standalone),results_run1
in-041781600be23534,,dies,0.75,Medium High,GPT,results_run1
in-041781600be23534,,tooling,0.75,Medium High,GPT,results_run1
in-63622e51f337fc7f,,digital assets,0.75,Medium High,GPT,results_run1
in-63622e51f337fc7f,,My Optus App,0.75,Medium High,GPT,results_run1
in-63622e51f337fc7f,,website,0.75,Medium High,GPT,results_run1
in-63622e51f337fc7f,,chatbot,0.75,Medium High,GPT,results_run1
in-4d385b83214bc760,,SEO,0.75,Medium High,GPT,results_run1
in-4d385b83214bc760,,AI,0.75,Medium High,GPT,results_run1
in-4d385b83214bc760,,content strategy,0.75,Medium High,GPT,results_run1
in-64dd52e3dacde496,,latest technologies,0.75,Medium High,GPT,results_run1
in-64dd52e3dacde496,,software currency,0.75,Medium High,GPT,results_run1
in-4e6ff8b4e55289e7,,health informatics,0.75,Medium High,GPT,results_run1
in-3d5946d6c21042bf,,end-to-end architecture,0.821,High,BERT+GPT,results_run1
in-3d5946d6c21042bf,,production software applications,0.831,High,BERT+GPT,results_run1
in-3d5946d6c21042bf,,infrastructure,0.75,Medium High,GPT,results_run1
in-3d5946d6c21042bf,,end,0.532,Medium Low,BERT (standalone),results_run1
in-3d5946d6c21042bf,,-to,0.532,Medium Low,BERT (standalone),results_run1
in-3d5946d6c21042bf,,production,0.532,Medium Low,BERT (standalone),results_run1
in-024241def5374d0c,,precision optical sources,0.83,High,BERT+GPT,results_run1
in-024241def5374d0c,,single-photon fiber networks,0.822,High,BERT+GPT,results_run1
in-024241def5374d0c,,telemetry,0.83,High,BERT+GPT,results_run1
in-024241def5374d0c,,in-system diagnostics,0.822,High,BERT+GPT,results_run1
in-024241def5374d0c,,O-band regime,0.75,Medium High,GPT,results_run1
in-024241def5374d0c,,single,0.532,Medium Low,BERT (standalone),results_run1
in-024241def5374d0c,,in,0.532,Medium Low,BERT (standalone),results_run1
in-024241def5374d0c,,O,0.532,Medium Low,BERT (standalone),results_run1
in-024241def5374d0c,,"-band regime,",0.532,Medium Low,BERT (standalone),results_run1
in-cfe614fdf120e5cb,,XR technology,0.75,Medium High,GPT,results_run1
in-c0a8831c32180679,,Salesforce,0.83,High,BERT+GPT,results_run1
in-c0a8831c32180679,,Salesforce Platform Developer I & II,0.75,Medium High,GPT,results_run1
in-c0a8831c32180679,,Salesforce Certified Administrator,0.75,Medium High,GPT,results_run1
in-c0a8831c32180679,,enterprise-level Salesforce orgs,0.75,Medium High,GPT,results_run1
in-c0a8831c32180679,,multi-org environments,0.75,Medium High,GPT,results_run1
in-c0a8831c32180679,,large-scale integrations,0.75,Medium High,GPT,results_run1
in-c0a8831c32180679,,modern dev practices,0.83,High,BERT+GPT,results_run1
in-c0a8831c32180679,,TDD,0.75,Medium High,GPT,results_run1
in-c0a8831c32180679,,version control,0.826,High,BERT+GPT,results_run1
in-c0a8831c32180679,,automated deployments,0.75,Medium High,GPT,results_run1
in-c0a8831c32180679,,Javascript frameworks,0.83,High,BERT+GPT,results_run1
in-c0a8831c32180679,,Heroku,0.827,High,BERT+GPT,results_run1
in-c0a8831c32180679,,MuleSoft,0.829,High,BERT+GPT,results_run1
in-c0a8831c32180679,,system integration technologies,0.829,High,BERT+GPT,results_run1
in-c0a8831c32180679,,enterprise,0.532,Medium Low,BERT (standalone),results_run1
in-c0a8831c32180679,,-level,0.532,Medium Low,BERT (standalone),results_run1
in-c0a8831c32180679,,"Salesforce orgs,",0.532,Medium Low,BERT (standalone),results_run1
in-c0a8831c32180679,,multi,0.532,Medium Low,BERT (standalone),results_run1
in-c0a8831c32180679,,"-org environments,",0.532,Medium Low,BERT (standalone),results_run1
in-c0a8831c32180679,,large,0.532,Medium Low,BERT (standalone),results_run1
in-c0a8831c32180679,,-scale integrations.,0.532,Medium Low,BERT (standalone),results_run1
in-c0a8831c32180679,,automated deployments).,0.532,Medium Low,BERT (standalone),results_run1
in-65679dfeae9878d6,,Kubernetes,0.829,High,BERT+GPT,results_run1
in-65679dfeae9878d6,,EKS,0.828,High,BERT+GPT,results_run1
in-9faba76b8ffb3600,,knowledge sharing,0.75,Medium High,GPT,results_run1
in-9faba76b8ffb3600,,mentoring,0.75,Medium High,GPT,results_run1
in-9faba76b8ffb3600,,career advancement,0.75,Medium High,GPT,results_run1
in-9faba76b8ffb3600,,work-life balance,0.75,Medium High,GPT,results_run1
in-fdcb1329e12a64b7,,JAVS equipment,0.75,Medium High,GPT,results_run1
in-fdcb1329e12a64b7,,Preventative Maintenance,0.75,Medium High,GPT,results_run1
in-fdcb1329e12a64b7,,technical support,0.75,Medium High,GPT,results_run1
in-1392cc8743b10f5c,,Python,0.831,High,BERT+GPT,results_run1
in-1392cc8743b10f5c,,SQL,0.831,High,BERT+GPT,results_run1
in-1392cc8743b10f5c,,vector databases,0.829,High,BERT+GPT,results_run1
in-1392cc8743b10f5c,,semantic search,0.827,High,BERT+GPT,results_run1
in-1392cc8743b10f5c,,dimensional data modeling,0.829,High,BERT+GPT,results_run1
in-751c46d42c374986,,procurement processes,0.831,High,BERT+GPT,results_run1
in-751c46d42c374986,,contract management principles,0.829,High,BERT+GPT,results_run1
in-8c666c294a6e1dbb,,agile environments,0.83,High,BERT+GPT,results_run1
in-ce18c8a855812800,,Artificial Intelligence,0.75,Medium High,GPT,results_run1
in-ce18c8a855812800,,Diversity & Inclusion,0.75,Medium High,GPT,results_run1
in-ce18c8a855812800,,Cybersecurity,0.826,High,BERT+GPT,results_run1
in-ce18c8a855812800,,Artificial,0.532,Medium Low,BERT (standalone),results_run1
in-ce18c8a855812800,,"Intelligence,",0.532,Medium Low,BERT (standalone),results_run1
in-ce18c8a855812800,,Diversity &,0.532,Medium Low,BERT (standalone),results_run1
in-ce18c8a855812800,,"Inclusion,",0.532,Medium Low,BERT (standalone),results_run1
in-ce18c8a855812800,,"Teamwork,",0.532,Medium Low,BERT (standalone),results_run1
in-ce18c8a855812800,,"Empathy,",0.532,Medium Low,BERT (standalone),results_run1
in-ce18c8a855812800,,"Initiative,",0.532,Medium Low,BERT (standalone),results_run1
in-ce18c8a855812800,,Learning,0.532,Medium Low,BERT (standalone),results_run1
in-ce18c8a855812800,,"Agility,",0.532,Medium Low,BERT (standalone),results_run1
in-ce18c8a855812800,,Resiliency,0.532,Medium Low,BERT (standalone),results_run1
in-49692a7e0b9ffaf0,,Engineering Management,0.75,Medium High,GPT,results_run1
in-49692a7e0b9ffaf0,,Signalling,0.831,High,BERT+GPT,results_run1
in-49692a7e0b9ffaf0,,Operations,0.75,Medium High,GPT,results_run1
in-49692a7e0b9ffaf0,,Civil Engineering,0.75,Medium High,GPT,results_run1
in-49692a7e0b9ffaf0,,Rolling Stock,0.75,Medium High,GPT,results_run1
in-49692a7e0b9ffaf0,,Railway Engineering,0.75,Medium High,GPT,results_run1
in-49692a7e0b9ffaf0,,Civil,0.532,Medium Low,BERT (standalone),results_run1
in-49692a7e0b9ffaf0,,Rolling,0.532,Medium Low,BERT (standalone),results_run1
in-e5d331c5e49dfbf7,,cyber security,0.831,High,BERT+GPT,results_run1
in-e5d331c5e49dfbf7,,ICT environment,0.75,Medium High,GPT,results_run1
in-d8cc7f9acd320a75,,Workforce Operating Platform,0.75,Medium High,GPT,results_run1
in-d8cc7f9acd320a75,,workforce understanding,0.75,Medium High,GPT,results_run1
in-6a4f182ec3fb165e,,artificial intelligence,0.75,Medium High,GPT,results_run1
in-6a4f182ec3fb165e,,AI tools,0.75,Medium High,GPT,results_run1
in-6a4f182ec3fb165e,,hiring process,0.75,Medium High,GPT,results_run1
in-b64034c23b6e1215,,modern coding practices,0.831,High,BERT+GPT,results_run1
in-b64034c23b6e1215,,best design patterns,0.831,High,BERT+GPT,results_run1
in-b64034c23b6e1215,,architectural principles,0.75,Medium High,GPT,results_run1
in-adae3865d0930ba9,,Cloud Intelligence Service (CIS),0.75,Medium High,GPT,results_run1
in-adae3865d0930ba9,,CloudHealth,0.75,Medium High,GPT,results_run1
in-adae3865d0930ba9,,public cloud environments,0.75,Medium High,GPT,results_run1
in-adae3865d0930ba9,,cloud optimisation solution,0.532,Medium Low,BERT (standalone),results_run1
in-d0c326ec96a1c89a,,Linux,0.75,Medium High,GPT,results_run1
in-d0c326ec96a1c89a,,Unix,0.75,Medium High,GPT,results_run1
in-d0c326ec96a1c89a,,Hybrid Multi-Cloud,0.75,Medium High,GPT,results_run1
in-261a43303634fa73,,Azure cloud,0.831,High,BERT+GPT,results_run1
in-4c73f999780b9bc9,,BI reporting,0.831,High,BERT+GPT,results_run1
in-4c73f999780b9bc9,,AI,0.83,High,BERT+GPT,results_run1
in-4c73f999780b9bc9,,data science,0.83,High,BERT+GPT,results_run1
in-4c73f999780b9bc9,,RBAC,0.75,Medium High,GPT,results_run1
in-4c73f999780b9bc9,,data masking,0.75,Medium High,GPT,results_run1
in-4c73f999780b9bc9,,encryption,0.75,Medium High,GPT,results_run1
in-4c73f999780b9bc9,,"project timelines,",0.532,Medium Low,BERT (standalone),results_run1
in-4c73f999780b9bc9,,risk mitigation,0.532,Medium Low,BERT (standalone),results_run1
in-9cd6c734559add4d,,cloud-based human capital management,0.75,Medium High,GPT,results_run1
in-9cd6c734559add4d,,HR,0.75,Medium High,GPT,results_run1
in-9cd6c734559add4d,,payroll,0.75,Medium High,GPT,results_run1
in-9cd6c734559add4d,,talent management,0.75,Medium High,GPT,results_run1
in-9cd6c734559add4d,,time management,0.75,Medium High,GPT,results_run1
in-9cd6c734559add4d,,tax administration,0.75,Medium High,GPT,results_run1
in-9cd6c734559add4d,,benefits administration,0.75,Medium High,GPT,results_run1
in-9cd6c734559add4d,,business outsourcing services,0.75,Medium High,GPT,results_run1
in-9cd6c734559add4d,,analytics,0.75,Medium High,GPT,results_run1
in-9cd6c734559add4d,,compliance expertise,0.75,Medium High,GPT,results_run1
in-dfba7ab6718d3046,,Civil Service People Plan,0.75,Medium High,GPT,results_run1
in-dfba7ab6718d3046,,Civil Service D&I Strategy,0.75,Medium High,GPT,results_run1
in-522242fd894b468e,,major construction projects,0.75,Medium High,GPT,results_run1
in-7c0f9a26b872547e,,mobile games,0.75,Medium High,GPT,results_run1
in-7c0f9a26b872547e,,game development,0.75,Medium High,GPT,results_run1
in-7c0f9a26b872547e,,game publishing,0.75,Medium High,GPT,results_run1
in-689938c440fb6b28,,GitHub Actions,0.825,High,BERT+GPT,results_run1
in-689938c440fb6b28,,Unix environments,0.825,High,BERT+GPT,results_run1
in-689938c440fb6b28,,dbt,0.827,High,BERT+GPT,results_run1
in-689938c440fb6b28,,A/B testing,0.819,High,BERT+GPT,results_run1
in-689938c440fb6b28,,multivariate testing frameworks,0.83,High,BERT+GPT,results_run1
in-689938c440fb6b28,,data governance,0.829,High,BERT+GPT,results_run1
in-689938c440fb6b28,,security & privacy,0.827,High,BERT+GPT,results_run1
in-689938c440fb6b28,,lineage,0.826,High,BERT+GPT,results_run1
in-689938c440fb6b28,,cloud environments,0.75,Medium High,GPT,results_run1
in-689938c440fb6b28,,AWS certification,0.75,Medium High,GPT,results_run1
in-689938c440fb6b28,,A,0.532,Medium Low,BERT (standalone),results_run1
in-689938c440fb6b28,,/,0.532,Medium Low,BERT (standalone),results_run1
in-a32c0043b51e1e40,,automation,0.75,Medium High,GPT,results_run1
in-a32c0043b51e1e40,,AI systems,0.75,Medium High,GPT,results_run1
in-a32c0043b51e1e40,,enterprise,0.75,Medium High,GPT,results_run1
in-a32c0043b51e1e40,,government,0.75,Medium High,GPT,results_run1
in-a32c0043b51e1e40,,education,0.75,Medium High,GPT,results_run1
in-a13741aa41f65044,,AI systems,0.75,Medium High,GPT,results_run1
in-a13741aa41f65044,,universe,0.75,Medium High,GPT,results_run1
in-a13741aa41f65044,,knowledge,0.75,Medium High,GPT,results_run1
in-d7042e07074d1558,,digital technologies,0.75,Medium High,GPT,results_run1
in-d7042e07074d1558,,emerging technologies,0.75,Medium High,GPT,results_run1
in-d7042e07074d1558,,next generation products,0.75,Medium High,GPT,results_run1
in-8a51c6db5c981bcd,,machine learning,0.75,Medium High,GPT,results_run1
in-24ee334b4fa1c384,,HVAC,0.831,High,BERT+GPT,results_run1
in-24ee334b4fa1c384,,air-conditioning,0.75,Medium High,GPT,results_run1
in-24ee334b4fa1c384,,chilled water,0.828,High,BERT+GPT,results_run1
in-24ee334b4fa1c384,,ventilation,0.827,High,BERT+GPT,results_run1
in-24ee334b4fa1c384,,equipment selections,0.829,High,BERT+GPT,results_run1
in-24ee334b4fa1c384,,public health,0.826,High,BERT+GPT,results_run1
in-24ee334b4fa1c384,,building management services systems,0.829,High,BERT+GPT,results_run1
in-24ee334b4fa1c384,,air,0.532,Medium Low,BERT (standalone),results_run1
in-24ee334b4fa1c384,,"-conditioning,",0.532,Medium Low,BERT (standalone),results_run1
in-50fdf7fdf5f971d8,,Excess Casualty underwriting,0.75,Medium High,GPT,results_run1
in-def1804eac56b6a7,,multi-modal data,0.75,Medium High,GPT,results_run1
in-2b8932d1b835aeaa,,Artificial Intelligence (AI),0.83,High,BERT+GPT,results_run1
in-2b8932d1b835aeaa,,Civil Service Principles,0.75,Medium High,GPT,results_run1
in-2b8932d1b835aeaa,,integrity,0.75,Medium High,GPT,results_run1
in-2b8932d1b835aeaa,,plagiarism,0.75,Medium High,GPT,results_run1
in-137e7da00647d5b9,,linear cable television network,0.75,Medium High,GPT,results_run1
in-137e7da00647d5b9,,direct-to-consumer OTT platform,0.75,Medium High,GPT,results_run1
in-0cc6bd4ef14d3d86,,load balancing,0.828,High,BERT+GPT,results_run1
in-0cc6bd4ef14d3d86,,DNS,0.824,High,BERT+GPT,results_run1
in-0cc6bd4ef14d3d86,,proxy services,0.821,High,BERT+GPT,results_run1
in-d0e990e94d04b936,,water,0.83,High,BERT+GPT,results_run1
in-d0e990e94d04b936,,wastewater,0.831,High,BERT+GPT,results_run1
in-d0e990e94d04b936,,pumping systems,0.831,High,BERT+GPT,results_run1
in-d0e990e94d04b936,,transmission infrastructure,0.827,High,BERT+GPT,results_run1
in-84faad199885bd29,,Python,0.831,High,BERT+GPT,results_run1
in-84faad199885bd29,,software development,0.831,High,BERT+GPT,results_run1
in-84faad199885bd29,,Epics,0.826,High,BERT+GPT,results_run1
in-84faad199885bd29,,User Stories,0.825,High,BERT+GPT,results_run1
in-84faad199885bd29,,agile project management tools,0.831,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,Python,0.83,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,GoLang,0.829,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,Bash,0.824,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,C++,0.75,Medium High,GPT,results_run1
in-ffe72196b5fce2b0,,C#,0.75,Medium High,GPT,results_run1
in-ffe72196b5fce2b0,,Linux operating system,0.83,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,scaled agile development environment,0.75,Medium High,GPT,results_run1
in-ffe72196b5fce2b0,,distributed systems,0.828,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,container technologies,0.828,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,high availability,0.75,Medium High,GPT,results_run1
in-ffe72196b5fce2b0,,cloud environments,0.75,Medium High,GPT,results_run1
in-ffe72196b5fce2b0,,AWS,0.75,Medium High,GPT,results_run1
in-ffe72196b5fce2b0,,EKS,0.831,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,Kubernetes,0.829,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,Docker,0.83,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,Terraform,0.831,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,Packer,0.831,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,Gherkin,0.831,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,BDD,0.831,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,networking,0.822,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,SDWAN,0.83,High,BERT+GPT,results_run1
in-ffe72196b5fce2b0,,C,0.532,Medium Low,BERT (standalone),results_run1
in-ffe72196b5fce2b0,,+,0.532,Medium Low,BERT (standalone),results_run1
in-ffe72196b5fce2b0,,"+,",0.532,Medium Low,BERT (standalone),results_run1
in-ffe72196b5fce2b0,,C,0.532,Medium Low,BERT (standalone),results_run1
in-ffe72196b5fce2b0,,#),0.532,Medium Low,BERT (standalone),results_run1
in-ffe72196b5fce2b0,,agile,0.532,Medium Low,BERT (standalone),results_run1
in-ffe72196b5fce2b0,,high availability and cloud environments,0.532,Medium Low,BERT (standalone),results_run1
in-ffe72196b5fce2b0,,"AWS),",0.532,Medium Low,BERT (standalone),results_run1
in-ffe72196b5fce2b0,,/,0.532,Medium Low,BERT (standalone),results_run1
in-9459356fe3bcecdb,,computer,0.831,High,BERT+GPT,results_run1
in-9459356fe3bcecdb,,laptop,0.824,High,BERT+GPT,results_run1
in-9459356fe3bcecdb,,wifi,0.823,High,BERT+GPT,results_run1
in-9459356fe3bcecdb,,printer,0.826,High,BERT+GPT,results_run1
in-9459356fe3bcecdb,,Microsoft 365 account,0.75,Medium High,GPT,results_run1
in-9459356fe3bcecdb,,Microsoft Excel,0.828,High,BERT+GPT,results_run1
in-9459356fe3bcecdb,,advanced formulas,0.822,High,BERT+GPT,results_run1
in-9459356fe3bcecdb,,pivot,0.825,High,BERT+GPT,results_run1
in-9459356fe3bcecdb,,vlookup,0.828,High,BERT+GPT,results_run1
in-9459356fe3bcecdb,,/,0.532,Medium Low,BERT (standalone),results_run1
in-9459356fe3bcecdb,,Microsoft,0.532,Medium Low,BERT (standalone),results_run1
in-9459356fe3bcecdb,,"365 account,",0.532,Medium Low,BERT (standalone),results_run1
in-9459356fe3bcecdb,,Microsoft,0.532,Medium Low,BERT (standalone),results_run1
in-9459356fe3bcecdb,,advance,0.532,Medium Low,BERT (standalone),results_run1
in-4d6aca4b6a430cb1,,Horticulture,0.75,Medium High,GPT,results_run1
in-4d6aca4b6a430cb1,,Swimming Pond landscaping,0.75,Medium High,GPT,results_run1
in-4d6aca4b6a430cb1,,RHS Hampton Court Palace Flower Show,0.75,Medium High,GPT,results_run1
in-4d6aca4b6a430cb1,,Tudor-Rose Award,0.75,Medium High,GPT,results_run1
in-d379a934ce408b16,,DTMB PMM,0.831,High,BERT+GPT,results_run1
in-d379a934ce408b16,,SEM,0.831,High,BERT+GPT,results_run1
in-d379a934ce408b16,,IT,0.83,High,BERT+GPT,results_run1
in-d379a934ce408b16,,Network Administration,0.831,High,BERT+GPT,results_run1
in-d379a934ce408b16,,RHEL,0.75,Medium High,GPT,results_run1
in-d379a934ce408b16,,Windows Server,0.831,High,BERT+GPT,results_run1
in-d379a934ce408b16,,SQL,0.831,High,BERT+GPT,results_run1
in-d379a934ce408b16,,Architect tools,0.831,High,BERT+GPT,results_run1
in-d379a934ce408b16,,Visio,0.831,High,BERT+GPT,results_run1
in-d379a934ce408b16,,LucidChart,0.75,Medium High,GPT,results_run1
in-d379a934ce408b16,,Draw.io,0.75,Medium High,GPT,results_run1
in-d379a934ce408b16,,IIS webserver,0.75,Medium High,GPT,results_run1
in-d379a934ce408b16,,Apache,0.75,Medium High,GPT,results_run1
in-d379a934ce408b16,,WAF,0.75,Medium High,GPT,results_run1
in-d379a934ce408b16,,Application Architecture,0.75,Medium High,GPT,results_run1
in-6b63b9435f0aa04b,,Polaris RANGER,0.75,Medium High,GPT,results_run1
in-6b63b9435f0aa04b,,RZR,0.75,Medium High,GPT,results_run1
in-6b63b9435f0aa04b,,Polaris GENERAL,0.75,Medium High,GPT,results_run1
in-6b63b9435f0aa04b,,Sportsman,0.75,Medium High,GPT,results_run1
in-6b63b9435f0aa04b,,Indian Motorcycle,0.75,Medium High,GPT,results_run1
in-6b63b9435f0aa04b,,Slingshot,0.75,Medium High,GPT,results_run1
in-6b63b9435f0aa04b,,Aixam,0.75,Medium High,GPT,results_run1
in-6b63b9435f0aa04b,,Goupil,0.75,Medium High,GPT,results_run1
in-6b63b9435f0aa04b,,Bennington pontoons,0.75,Medium High,GPT,results_run1
in-8bfe845e85bc1545,,Systems Engineering,0.75,Medium High,GPT,results_run1
in-8bfe845e85bc1545,,Defence,0.75,Medium High,GPT,results_run1
in-8bfe845e85bc1545,,National Security,0.75,Medium High,GPT,results_run1
in-8bfe845e85bc1545,,Special Operations Command Tactical Networks,0.75,Medium High,GPT,results_run1
in-398d148c3df56fcc,,Human Resources (HR) database systems,0.75,Medium High,GPT,results_run1
in-398d148c3df56fcc,,Human,0.532,Medium Low,BERT (standalone),results_run1
in-689938c440fb6b28,,data platform,0.75,Medium High,GPT,results_run1
